,title,description,channelId,thumbnails,etag,id,kind,snippet
92,만개의레시피 10K Recipe,"Korean NO.1 application ' 10000 recipes' 
All recipes in the world, 10000recipes
easy cook, korean tv show recipe",UCKA_6r3CWC76x_EaFO6jsPA,https://yt3.ggpht.com/-IyK99ayYWS0/AAAAAAAAAAI/AAAAAAAAAAA/pULIQg-RctM/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/JtNlT2P474jLd2FoKkOdh91bLm8""",XMm1RFsYKmtAqoa2erMGw2lZh-Oy_9cr9IxWlBKT38s,youtube#subscription,"{'publishedAt': '2018-04-21T18:43:56.363Z', 'title': '만개의레시피 10K Recipe', 'description': ""Korean NO.1 application ' 10000 recipes' \nAll recipes in the world, 10000recipes\neasy cook, korean tv show recipe"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCKA_6r3CWC76x_EaFO6jsPA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-IyK99ayYWS0/AAAAAAAAAAI/AAAAAAAAAAA/pULIQg-RctM/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-IyK99ayYWS0/AAAAAAAAAAI/AAAAAAAAAAA/pULIQg-RctM/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-IyK99ayYWS0/AAAAAAAAAAI/AAAAAAAAAAA/pULIQg-RctM/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
93,SOUNDBOX,"[가는 곳 마다 축제! 
음악으로 인생을 여행하는 밴드 사운드박스]

대한민국 최초로 탭댄스와 밴드의 결합으로
2008년, 버스킹이라는 단어가 사람들에게 알려지지 않았을 때부터 버스킹을 하며 자연스레 만들어진 밴드

즉흥성은 물론이고 뛰어난 연주력과 함께
관객과 함께 소통하는 공연을 추구한다

현재 사운드박스뮤직 레이블을 운영중이다
사운드박스뮤직 레이블 소속팀으로는 밴드 분리수거와 스프링스가 있다

[오직 뮤직 사운드박스뮤직]

윤승훈 대표 / 아티스트
010-6380-8017

사운드박스 유튜브 채널 https://www.youtube.com/soundboxkorea
사운드박스 인스타그램 @band_soundbox
사운드박스 페이스북 https://m.facebook.com/soundbox.kr/",UCXSLGQiuQbj8Gy13pvI8XZw,https://yt3.ggpht.com/-PlKMNAEJfPQ/AAAAAAAAAAI/AAAAAAAAAAA/nA661OLvTo8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/ZZqaVYMBncFwU6AsoGLlP4kK9HU""",XMm1RFsYKmtAqoa2erMGw6THjsePIBGsit-NoJu0lHE,youtube#subscription,"{'publishedAt': '2019-09-05T10:56:25.914Z', 'title': 'SOUNDBOX', 'description': '[가는 곳 마다 축제! \n음악으로 인생을 여행하는 밴드 사운드박스]\n\n대한민국 최초로 탭댄스와 밴드의 결합으로\n2008년, 버스킹이라는 단어가 사람들에게 알려지지 않았을 때부터 버스킹을 하며 자연스레 만들어진 밴드\n\n즉흥성은 물론이고 뛰어난 연주력과 함께\n관객과 함께 소통하는 공연을 추구한다\n\n현재 사운드박스뮤직 레이블을 운영중이다\n사운드박스뮤직 레이블 소속팀으로는 밴드 분리수거와 스프링스가 있다\n\n[오직 뮤직 사운드박스뮤직]\n\n윤승훈 대표 / 아티스트\n010-6380-8017\n\n사운드박스 유튜브 채널 https://www.youtube.com/soundboxkorea\n사운드박스 인스타그램 @band_soundbox\n사운드박스 페이스북 https://m.facebook.com/soundbox.kr/', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCXSLGQiuQbj8Gy13pvI8XZw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-PlKMNAEJfPQ/AAAAAAAAAAI/AAAAAAAAAAA/nA661OLvTo8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-PlKMNAEJfPQ/AAAAAAAAAAI/AAAAAAAAAAA/nA661OLvTo8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-PlKMNAEJfPQ/AAAAAAAAAAI/AAAAAAAAAAA/nA661OLvTo8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
94,생활코딩,일반인에게 프로그래밍을 알려주는 온라인/오프라인 활동 입니다.,UCvc8kv-i5fvFTJBFAk6n1SA,https://yt3.ggpht.com/-thKQ_YaH8MM/AAAAAAAAAAI/AAAAAAAAAAA/Eaihw8GhhlE/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/9_sbvrquzCdTyUxrqLMXpiOeVEM""",XMm1RFsYKmtAqoa2erMGw5YlGCL_7oHrf7GZxlrq4IQ,youtube#subscription,"{'publishedAt': '2016-11-21T03:43:47.000Z', 'title': '생활코딩', 'description': '일반인에게 프로그래밍을 알려주는 온라인/오프라인 활동 입니다.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCvc8kv-i5fvFTJBFAk6n1SA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-thKQ_YaH8MM/AAAAAAAAAAI/AAAAAAAAAAA/Eaihw8GhhlE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-thKQ_YaH8MM/AAAAAAAAAAI/AAAAAAAAAAA/Eaihw8GhhlE/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-thKQ_YaH8MM/AAAAAAAAAAI/AAAAAAAAAAA/Eaihw8GhhlE/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
95,지무비 : G Movie,"G리는 영화&드라마 리뷰&프리뷰채널, 지무비 : G Movie 

[지무비 공식 인스타그램] 
https://www.instagram.com/G_movie__/
[지무비 개인 인스타그램] 
https://www.instagram.com/awayout1/
[지무비 페이스북] 
https://www.facebook.com/pg/Gmoviee
[문의 이메일] 
awayout2@naver.com",UCaHGOzOyeYzLQeKsVkfLEGA,https://yt3.ggpht.com/-eUkMlWFc7N0/AAAAAAAAAAI/AAAAAAAAAAA/GQOL1vPnEJY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/Zk8EZYzaVe-bny7lTYTXDLLlTzI""",XMm1RFsYKmsKG2GYc6kuBtPeaPWdItuYrLuAxAgUanU,youtube#subscription,"{'publishedAt': '2018-01-17T22:50:39.464Z', 'title': '지무비 : G Movie', 'description': 'G리는 영화&드라마 리뷰&프리뷰채널, 지무비 : G Movie \n\n[지무비 공식 인스타그램] \nhttps://www.instagram.com/G_movie__/\n[지무비 개인 인스타그램] \nhttps://www.instagram.com/awayout1/\n[지무비 페이스북] \nhttps://www.facebook.com/pg/Gmoviee\n[문의 이메일] \nawayout2@naver.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCaHGOzOyeYzLQeKsVkfLEGA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-eUkMlWFc7N0/AAAAAAAAAAI/AAAAAAAAAAA/GQOL1vPnEJY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-eUkMlWFc7N0/AAAAAAAAAAI/AAAAAAAAAAA/GQOL1vPnEJY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-eUkMlWFc7N0/AAAAAAAAAAI/AAAAAAAAAAA/GQOL1vPnEJY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
96,널 위한 문화예술,"새로운 감각을 일깨워주고, 영감을 주며, 새로운 세계관을 열어주는 문화예술 이야기

갖고 놀만한 예술이야기를 
맛있게 전달하는, 
문화예술 미디어스타트업 '널 위한 문화예술'입니다!!

협업문의는 info@artculture4u.kr 로!",UCZr3cu75jx6Sz-6KRQ50ySA,https://yt3.ggpht.com/-tT9Gka_USog/AAAAAAAAAAI/AAAAAAAAAAA/KE6V3MG7JR8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/mNPlljW6lVNpsd_tR9om2J63h6E""",XMm1RFsYKmsKG2GYc6kuBoLnVZpGFHktJodeoSOC1ZY,youtube#subscription,"{'publishedAt': '2020-02-19T08:48:32.311Z', 'title': '널 위한 문화예술', 'description': ""새로운 감각을 일깨워주고, 영감을 주며, 새로운 세계관을 열어주는 문화예술 이야기\n\n갖고 놀만한 예술이야기를 \n맛있게 전달하는, \n문화예술 미디어스타트업 '널 위한 문화예술'입니다!!\n\n협업문의는 info@artculture4u.kr 로!"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCZr3cu75jx6Sz-6KRQ50ySA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-tT9Gka_USog/AAAAAAAAAAI/AAAAAAAAAAA/KE6V3MG7JR8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-tT9Gka_USog/AAAAAAAAAAI/AAAAAAAAAAA/KE6V3MG7JR8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-tT9Gka_USog/AAAAAAAAAAI/AAAAAAAAAAA/KE6V3MG7JR8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
97,엔스Ens,"'영상 홍보 관련' 비즈니스 문의 : dl_ens@semicolonstudio.com
모든 기타 문의 (Contact): asmer1014@gmail.com",UC_Aly3X5CdojHdRDGmKi1ow,https://yt3.ggpht.com/-JzKImdsRxf4/AAAAAAAAAAI/AAAAAAAAAAA/blQ0ltSNJug/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/6L7HlwN1IdJn5Os9WO48wcC2Shk""",XMm1RFsYKmsKG2GYc6kuBmDdq6pqUkRQWnT8kcESabw,youtube#subscription,"{'publishedAt': '2019-03-28T07:59:16.326Z', 'title': '엔스Ens', 'description': ""'영상 홍보 관련' 비즈니스 문의 : dl_ens@semicolonstudio.com\n모든 기타 문의 (Contact): asmer1014@gmail.com"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC_Aly3X5CdojHdRDGmKi1ow'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-JzKImdsRxf4/AAAAAAAAAAI/AAAAAAAAAAA/blQ0ltSNJug/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-JzKImdsRxf4/AAAAAAAAAAI/AAAAAAAAAAA/blQ0ltSNJug/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-JzKImdsRxf4/AAAAAAAAAAI/AAAAAAAAAAA/blQ0ltSNJug/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
98,오픽노잼 opicnojam,"https://opicnojam.tistory.com/
오픽노잼스쿨

http://pf.kakao.com/_xkfutj 
오픽노잼스쿨 문의

https://www.youtube.com/opicnojam/join 
멤버십 가입

https://discordapp.com/invite/RW3YpHb
디스코드 (discord)

https://www.instagram.com/opicnojam 
인스타",UCw4izi2fsJzFltt3EbmokWA,https://yt3.ggpht.com/-n0FkimFVMrQ/AAAAAAAAAAI/AAAAAAAAAAA/qyYzFXr-vMs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/ZQ4KXKu81tlPUSKadgZkM5XsTKU""",XMm1RFsYKmvBkbp-hf4RyshfXE696-3AJDEnBvvEWCQ,youtube#subscription,"{'publishedAt': '2019-03-21T22:48:08.999Z', 'title': '오픽노잼 opicnojam', 'description': 'https://opicnojam.tistory.com/\n오픽노잼스쿨\n\nhttp://pf.kakao.com/_xkfutj \n오픽노잼스쿨 문의\n\nhttps://www.youtube.com/opicnojam/join \n멤버십 가입\n\nhttps://discordapp.com/invite/RW3YpHb\n디스코드 (discord)\n\nhttps://www.instagram.com/opicnojam \n인스타', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCw4izi2fsJzFltt3EbmokWA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-n0FkimFVMrQ/AAAAAAAAAAI/AAAAAAAAAAA/qyYzFXr-vMs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-n0FkimFVMrQ/AAAAAAAAAAI/AAAAAAAAAAA/qyYzFXr-vMs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-n0FkimFVMrQ/AAAAAAAAAAI/AAAAAAAAAAA/qyYzFXr-vMs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
99,Epipheo,"We love stories that reveal truth! We work really hard to create valuable stories for our clients, and you can see those on our website: epipheo.com",UCoPlipOfn_kc1y1q7sXN5yQ,https://yt3.ggpht.com/-JZ9ZH7UblA8/AAAAAAAAAAI/AAAAAAAAAAA/OQkzRk5SCJ0/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/XxCnYYupvIsGJ3llsWXandW_dSA""",XMm1RFsYKmtAqoa2erMGwyq3QTRo_-CWD82RJCtAiuY,youtube#subscription,"{'publishedAt': '2016-02-10T22:49:13.000Z', 'title': 'Epipheo', 'description': 'We love stories that reveal truth! We work really hard to create valuable stories for our clients, and you can see those on our website: epipheo.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCoPlipOfn_kc1y1q7sXN5yQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-JZ9ZH7UblA8/AAAAAAAAAAI/AAAAAAAAAAA/OQkzRk5SCJ0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-JZ9ZH7UblA8/AAAAAAAAAAI/AAAAAAAAAAA/OQkzRk5SCJ0/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-JZ9ZH7UblA8/AAAAAAAAAAI/AAAAAAAAAAA/OQkzRk5SCJ0/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
100,Asia Mobile lab,A Quality Reparing Lab,UCaHWAhfMXsxPUqbuYJ6Uf5w,https://yt3.ggpht.com/-9JOHwY8QyD4/AAAAAAAAAAI/AAAAAAAAAAA/ayYlyp1A5w8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/05w_qCNbZaGQiuVDl8JhsBnJ2Vk""",XMm1RFsYKmsKG2GYc6kuBnyD-bmSLRW8wQ0UzT6XSMM,youtube#subscription,"{'publishedAt': '2018-07-25T20:10:57.950Z', 'title': 'Asia Mobile lab', 'description': 'A Quality Reparing Lab', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCaHWAhfMXsxPUqbuYJ6Uf5w'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-9JOHwY8QyD4/AAAAAAAAAAI/AAAAAAAAAAA/ayYlyp1A5w8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-9JOHwY8QyD4/AAAAAAAAAAI/AAAAAAAAAAA/ayYlyp1A5w8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-9JOHwY8QyD4/AAAAAAAAAAI/AAAAAAAAAAA/ayYlyp1A5w8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
101,CH.비디오가게,"국내, 해외의 드라마 영화 를 알리고 소개해드리는 채널입니다:) 
그밖에도 다양한 영화,드라마 컨텐츠들도 하고있습니다~ㅎㅎ

많은 구독과 관심 부탁드리겠습니다÷)

영상보시고 좋은영화 드라마 많이알아가시고 
재미있게 즐기다가 가셨으면 좋겠습니다
행복하세요:)

CH. 비디오가게

비지니스 문의 unmydo@gmail.com",UCi75o_r9RXSSzuTkD-EQHAA,https://yt3.ggpht.com/-FelPq4bWwog/AAAAAAAAAAI/AAAAAAAAAAA/QvDW8B9lJBI/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/X1nEa7-TYroiiKhvjlpHJxUN27M""",XMm1RFsYKmsKG2GYc6kuBpPMoVj1YmHyNoRRAtKuYiY,youtube#subscription,"{'publishedAt': '2018-10-13T16:28:17.108Z', 'title': 'CH.비디오가게', 'description': '국내, 해외의 드라마 영화 를 알리고 소개해드리는 채널입니다:) \n그밖에도 다양한 영화,드라마 컨텐츠들도 하고있습니다~ㅎㅎ\n\n많은 구독과 관심 부탁드리겠습니다÷)\n\n영상보시고 좋은영화 드라마 많이알아가시고 \n재미있게 즐기다가 가셨으면 좋겠습니다\n행복하세요:)\n\nCH. 비디오가게\n\n비지니스 문의 unmydo@gmail.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCi75o_r9RXSSzuTkD-EQHAA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-FelPq4bWwog/AAAAAAAAAAI/AAAAAAAAAAA/QvDW8B9lJBI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-FelPq4bWwog/AAAAAAAAAAI/AAAAAAAAAAA/QvDW8B9lJBI/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-FelPq4bWwog/AAAAAAAAAAI/AAAAAAAAAAA/QvDW8B9lJBI/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
102,Speak English With Mr Duncan,"IMPORTANTUPDATE - During the current Coronavirus crisis I will be doing MORE live streams for those who are self-isolating right now. I will still do my usual English Addict streams, plus live streams from different locations in the countryside where I live.

CHECK OUT MY NEW WEBSITE -  http://www.englishaddict.uk

ENGLISH ADDICT IN 2020

DO YOU LIKE LEARNING ENGLISH?
DO YOU FEEL AS IF YOU CAN'T GET ENOUGH OF IT?
THEN YOU MIGHT BE AN ENGLISH ADDICT...

JUST LIKE ME.

Join me live every Sunday, Wednesday, and Friday
at 2pm UK time for lots of lovely English words and phrases
and best of all...You can join in and chat live on the show!



Donate at PayPal  -     http://www.paypal.me/misterduncan",UC8pPDhxSn1nee70LRKJ0p3g,https://yt3.ggpht.com/-JtRMyAgEXXI/AAAAAAAAAAI/AAAAAAAAAAA/aaN-IV31DOQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/lfh4mC7sDNRaeZg2UntBQgu4BQg""",XMm1RFsYKmtAqoa2erMGwxLPkT6x0WeXyoLvos8L8_0,youtube#subscription,"{'publishedAt': '2018-01-03T13:04:27.393Z', 'title': 'Speak English With Mr Duncan', 'description': ""IMPORTANTUPDATE - During the current Coronavirus crisis I will be doing MORE live streams for those who are self-isolating right now. I will still do my usual English Addict streams, plus live streams from different locations in the countryside where I live.\n\nCHECK OUT MY NEW WEBSITE -  http://www.englishaddict.uk\n\nENGLISH ADDICT IN 2020\n\nDO YOU LIKE LEARNING ENGLISH?\nDO YOU FEEL AS IF YOU CAN'T GET ENOUGH OF IT?\nTHEN YOU MIGHT BE AN ENGLISH ADDICT...\n\nJUST LIKE ME.\n\nJoin me live every Sunday, Wednesday, and Friday\nat 2pm UK time for lots of lovely English words and phrases\nand best of all...You can join in and chat live on the show!\n\n\n\nDonate at PayPal  -     http://www.paypal.me/misterduncan"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC8pPDhxSn1nee70LRKJ0p3g'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-JtRMyAgEXXI/AAAAAAAAAAI/AAAAAAAAAAA/aaN-IV31DOQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-JtRMyAgEXXI/AAAAAAAAAAI/AAAAAAAAAAA/aaN-IV31DOQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-JtRMyAgEXXI/AAAAAAAAAAI/AAAAAAAAAAA/aaN-IV31DOQ/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
103,카랑Karang,"안녕하세요🖐 카랑카랑한 목소리 카랑입니다^^ 

' 영화만큼 세상의 모든것을 다 담고 있는게 또 있을까요? '

영화가 가져다주는 그 놀랍고 다양한 경험들을 함께 나누고 싶습니다! 😻
영화를 통해 세상과 삶을 더 풍부하게 알아가요~🕵🏻✈️

1. 사랑과 음악이 있는 영화리뷰 #카랑의 러브다이어리 
2. 독특한 SF영화속 신기한 사이언스 스토리 #S카랑
3. 게임과 인생! 승부사들의 이야기 #에이스온더리버 
4. 극장가기전 시리즈물 #완벽정리 #개꿀정리 
5.영화와 음악은 땔래야 땔수가 없죠 #카랑의 리뷰뮤직

구독 좋아요 부탁드려요💓

채널주소 www.karang.kr 
★ 비즈니스&제휴 문의 moviebooster@naver.com ★",UCcfz-8gGDYJfaRHYD7kkQpw,https://yt3.ggpht.com/-46Kfe8N7UDY/AAAAAAAAAAI/AAAAAAAAAAA/ez7pKPxmNYM/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/dqIYisaRLFyoy80ccI2FsFm112I""",XMm1RFsYKmsKG2GYc6kuBsjSAuMger7YAuxbofyVPAc,youtube#subscription,"{'publishedAt': '2019-06-07T13:24:41.843Z', 'title': '카랑Karang', 'description': ""안녕하세요🖐 카랑카랑한 목소리 카랑입니다^^ \n\n' 영화만큼 세상의 모든것을 다 담고 있는게 또 있을까요? '\n\n영화가 가져다주는 그 놀랍고 다양한 경험들을 함께 나누고 싶습니다! 😻\n영화를 통해 세상과 삶을 더 풍부하게 알아가요~🕵🏻✈️\n\n1. 사랑과 음악이 있는 영화리뷰 #카랑의 러브다이어리 \n2. 독특한 SF영화속 신기한 사이언스 스토리 #S카랑\n3. 게임과 인생! 승부사들의 이야기 #에이스온더리버 \n4. 극장가기전 시리즈물 #완벽정리 #개꿀정리 \n5.영화와 음악은 땔래야 땔수가 없죠 #카랑의 리뷰뮤직\n\n구독 좋아요 부탁드려요💓\n\n채널주소 www.karang.kr \n★ 비즈니스&제휴 문의 moviebooster@naver.com ★"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCcfz-8gGDYJfaRHYD7kkQpw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-46Kfe8N7UDY/AAAAAAAAAAI/AAAAAAAAAAA/ez7pKPxmNYM/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-46Kfe8N7UDY/AAAAAAAAAAI/AAAAAAAAAAA/ez7pKPxmNYM/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-46Kfe8N7UDY/AAAAAAAAAAI/AAAAAAAAAAA/ez7pKPxmNYM/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
104,POWER MOVIE,ENJOY POWER MOVIE!,UCCcE8BpgFqKRP3au8tEUrAw,https://yt3.ggpht.com/-f81Eosj0R6g/AAAAAAAAAAI/AAAAAAAAAAA/lcbS3bEIHoY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/6Fo27tOqVYlm8-TuHDRKEQPVsl8""",XMm1RFsYKmtAqoa2erMGw31Q8OsoPpzA6Sksd5_J0S8,youtube#subscription,"{'publishedAt': '2019-01-20T04:20:14.557Z', 'title': 'POWER MOVIE', 'description': 'ENJOY POWER MOVIE!', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCCcE8BpgFqKRP3au8tEUrAw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-f81Eosj0R6g/AAAAAAAAAAI/AAAAAAAAAAA/lcbS3bEIHoY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-f81Eosj0R6g/AAAAAAAAAAI/AAAAAAAAAAA/lcbS3bEIHoY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-f81Eosj0R6g/AAAAAAAAAAI/AAAAAAAAAAA/lcbS3bEIHoY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
105,HoHo World,"HoHo World studies Korean companies.
We analyze, review goods and services, learn and play with their contents.
We always pursue your big laughs:)

When I say ho, you say ho.
Ho, Ho!",UCCZPJFSdB-lMfqLVPPE4cFw,https://yt3.ggpht.com/-_lUPClxOyTY/AAAAAAAAAAI/AAAAAAAAAAA/ZzSvoOwLTU8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/uSBojW3ESk5HFN7q2sglkFU5d4Y""",XMm1RFsYKmsKG2GYc6kuBu1xTVS4BYGnAOdkCqnyjgM,youtube#subscription,"{'publishedAt': '2018-01-10T17:21:52.987Z', 'title': 'HoHo World', 'description': 'HoHo World studies Korean companies.\nWe analyze, review goods and services, learn and play with their contents.\nWe always pursue your big laughs:)\n\nWhen I say ho, you say ho.\nHo, Ho!', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCCZPJFSdB-lMfqLVPPE4cFw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-_lUPClxOyTY/AAAAAAAAAAI/AAAAAAAAAAA/ZzSvoOwLTU8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-_lUPClxOyTY/AAAAAAAAAAI/AAAAAAAAAAA/ZzSvoOwLTU8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-_lUPClxOyTY/AAAAAAAAAAI/AAAAAAAAAAA/ZzSvoOwLTU8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
