,etag,id,kind,snippet
94,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/JtNlT2P474jLd2FoKkOdh91bLm8""",XMm1RFsYKmtAqoa2erMGw2lZh-Oy_9cr9IxWlBKT38s,youtube#subscription,"{'publishedAt': '2018-04-21T18:43:56.363Z', 'title': '만개의레시피 10K Recipe', 'description': ""Korean NO.1 application ' 10000 recipes' \nAll recipes in the world, 10000recipes\neasy cook, korean tv show recipe"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCKA_6r3CWC76x_EaFO6jsPA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-IyK99ayYWS0/AAAAAAAAAAI/AAAAAAAAAAA/pULIQg-RctM/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-IyK99ayYWS0/AAAAAAAAAAI/AAAAAAAAAAA/pULIQg-RctM/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-IyK99ayYWS0/AAAAAAAAAAI/AAAAAAAAAAA/pULIQg-RctM/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
95,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/ZZqaVYMBncFwU6AsoGLlP4kK9HU""",XMm1RFsYKmtAqoa2erMGw6THjsePIBGsit-NoJu0lHE,youtube#subscription,"{'publishedAt': '2019-09-05T10:56:25.914Z', 'title': 'SOUNDBOX', 'description': '[가는 곳 마다 축제! \n음악으로 인생을 여행하는 밴드 사운드박스]\n\n대한민국 최초로 탭댄스와 밴드의 결합으로\n2008년, 버스킹이라는 단어가 사람들에게 알려지지 않았을 때부터 버스킹을 하며 자연스레 만들어진 밴드\n\n즉흥성은 물론이고 뛰어난 연주력과 함께\n관객과 함께 소통하는 공연을 추구한다\n\n현재 사운드박스뮤직 레이블을 운영중이다\n사운드박스뮤직 레이블 소속팀으로는 밴드 분리수거와 스프링스가 있다\n\n[오직 뮤직 사운드박스뮤직]\n\n윤승훈 대표 / 아티스트\n010-6380-8017\n\n사운드박스 유튜브 채널 https://www.youtube.com/soundboxkorea\n사운드박스 인스타그램 @band_soundbox\n사운드박스 페이스북 https://m.facebook.com/soundbox.kr/', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCXSLGQiuQbj8Gy13pvI8XZw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-PlKMNAEJfPQ/AAAAAAAAAAI/AAAAAAAAAAA/nA661OLvTo8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-PlKMNAEJfPQ/AAAAAAAAAAI/AAAAAAAAAAA/nA661OLvTo8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-PlKMNAEJfPQ/AAAAAAAAAAI/AAAAAAAAAAA/nA661OLvTo8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
96,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/9_sbvrquzCdTyUxrqLMXpiOeVEM""",XMm1RFsYKmtAqoa2erMGw5YlGCL_7oHrf7GZxlrq4IQ,youtube#subscription,"{'publishedAt': '2016-11-21T03:43:47.000Z', 'title': '생활코딩', 'description': '일반인에게 프로그래밍을 알려주는 온라인/오프라인 활동 입니다.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCvc8kv-i5fvFTJBFAk6n1SA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-thKQ_YaH8MM/AAAAAAAAAAI/AAAAAAAAAAA/Eaihw8GhhlE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-thKQ_YaH8MM/AAAAAAAAAAI/AAAAAAAAAAA/Eaihw8GhhlE/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-thKQ_YaH8MM/AAAAAAAAAAI/AAAAAAAAAAA/Eaihw8GhhlE/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
97,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/Zk8EZYzaVe-bny7lTYTXDLLlTzI""",XMm1RFsYKmsKG2GYc6kuBtPeaPWdItuYrLuAxAgUanU,youtube#subscription,"{'publishedAt': '2018-01-17T22:50:39.464Z', 'title': '지무비 : G Movie', 'description': 'G리는 영화&드라마 리뷰&프리뷰채널, 지무비 : G Movie \n\n[지무비 공식 인스타그램] \nhttps://www.instagram.com/G_movie__/\n[지무비 개인 인스타그램] \nhttps://www.instagram.com/awayout1/\n[지무비 페이스북] \nhttps://www.facebook.com/pg/Gmoviee\n[문의 이메일] \nawayout2@naver.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCaHGOzOyeYzLQeKsVkfLEGA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-eUkMlWFc7N0/AAAAAAAAAAI/AAAAAAAAAAA/GQOL1vPnEJY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-eUkMlWFc7N0/AAAAAAAAAAI/AAAAAAAAAAA/GQOL1vPnEJY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-eUkMlWFc7N0/AAAAAAAAAAI/AAAAAAAAAAA/GQOL1vPnEJY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
98,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/zVRQ4lh1702xhNeTjIAFZL5DusQ""",XMm1RFsYKmsKG2GYc6kuBo2oiytU4JBjT3HBCe9fp-U,youtube#subscription,"{'publishedAt': '2018-02-27T17:40:41.183Z', 'title': '보컬의길', 'description': '보컬의 길 카페에서 음성 피드백 해드리고 있습니다!\n레슨 및 다양한 문의 번호 010 5585 8153\nhttps://cafe.naver.com/thewayofvocal\n\n카카오톡 플러스 친구 : 보컬의길', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCoNYMasplXYmuIb0Jcwb-OQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Fbp-6iWQQfg/AAAAAAAAAAI/AAAAAAAAAAA/F66zefjTgOs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Fbp-6iWQQfg/AAAAAAAAAAI/AAAAAAAAAAA/F66zefjTgOs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Fbp-6iWQQfg/AAAAAAAAAAI/AAAAAAAAAAA/F66zefjTgOs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
99,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/uVdQsADY2pF2b4R3OURVU9BObNs""",XMm1RFsYKmsKG2GYc6kuBtZz7l0d4CacWvjLk8fShC0,youtube#subscription,"{'publishedAt': '2017-11-12T20:07:37.000Z', 'title': ""리뷰엉이: Owl's Review"", 'description': '영화/드라마/코믹스/애니메이션/ 등 2차 미디어 콘텐츠를 제공하는 리뷰엉이 채널입니다.\n\n영화 & 드라마  - 리뷰, 큐레이션, 관람포인트 제시, 연출 분석, 캐릭터 분석, 감독 및 배우 이야기, 세계관 소개, 비하인드 스토리, 떡밥 풀이\n코믹스 & 애니메이션 - 신작/구작 코믹스 소개, 캐릭터 소개, 세계관 소개, 관련 이슈\n\n비즈니스 문의 - dl_owlsreview@semicolonstudio.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCrBpV_pG2kyMMEHCMTNzjAQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Z4ricpF195Q/AAAAAAAAAAI/AAAAAAAAAAA/vw5uDDtz_iQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Z4ricpF195Q/AAAAAAAAAAI/AAAAAAAAAAA/vw5uDDtz_iQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Z4ricpF195Q/AAAAAAAAAAI/AAAAAAAAAAA/vw5uDDtz_iQ/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
100,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/ZQ4KXKu81tlPUSKadgZkM5XsTKU""",XMm1RFsYKmvBkbp-hf4RyshfXE696-3AJDEnBvvEWCQ,youtube#subscription,"{'publishedAt': '2019-03-21T22:48:08.999Z', 'title': '오픽노잼 opicnojam', 'description': 'https://opicnojam.tistory.com/\n오픽노잼스쿨\n\nhttp://pf.kakao.com/_xkfutj \n오픽노잼스쿨 문의\n\nhttps://www.youtube.com/opicnojam/join \n멤버십 가입\n\nhttps://discordapp.com/invite/RW3YpHb\n디스코드 (discord)\n\nhttps://www.instagram.com/opicnojam \n인스타', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCw4izi2fsJzFltt3EbmokWA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-n0FkimFVMrQ/AAAAAAAAAAI/AAAAAAAAAAA/qyYzFXr-vMs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-n0FkimFVMrQ/AAAAAAAAAAI/AAAAAAAAAAA/qyYzFXr-vMs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-n0FkimFVMrQ/AAAAAAAAAAI/AAAAAAAAAAA/qyYzFXr-vMs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
101,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/rmTm45o-x-mwHXXugeFah6qVkFQ""",XMm1RFsYKmtAqoa2erMGww41WTN7MWmZIXi1sfScXz4,youtube#subscription,"{'publishedAt': '2018-01-07T07:33:57.656Z', 'title': '더빙맨 고최고', 'description': '구독자 28,000명 돌파 감사합니다!!!!\n\n더빙을 좋아하는 나그네입니다.\n목소리로 할 수 있는 모든 것을 다룹니다.\n\n광고/스폰 문의 : gochoigo123@naver.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCrPtDt8VGg0HtjJ9Q6WSuew'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Rljh7R6s78k/AAAAAAAAAAI/AAAAAAAAAAA/G3YxPF4S7Jc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Rljh7R6s78k/AAAAAAAAAAI/AAAAAAAAAAA/G3YxPF4S7Jc/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Rljh7R6s78k/AAAAAAAAAAI/AAAAAAAAAAA/G3YxPF4S7Jc/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
102,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/4Rn5H50euyeyfLeUN5RbCUb93ZQ""",XMm1RFsYKmvBkbp-hf4RymxJ8gJbV2XSEE4xrl1IQvU,youtube#subscription,"{'publishedAt': '2020-01-22T11:16:50.459Z', 'title': 'LEE기자', 'description': '애들은 가라\n악플 환영', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCk4QRYBG8hc-wA0XnI2m8wg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-8I2gYr9uGqc/AAAAAAAAAAI/AAAAAAAAAAA/kYMNM9oayi8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-8I2gYr9uGqc/AAAAAAAAAAI/AAAAAAAAAAA/kYMNM9oayi8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-8I2gYr9uGqc/AAAAAAAAAAI/AAAAAAAAAAA/kYMNM9oayi8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
103,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/X1nEa7-TYroiiKhvjlpHJxUN27M""",XMm1RFsYKmsKG2GYc6kuBpPMoVj1YmHyNoRRAtKuYiY,youtube#subscription,"{'publishedAt': '2018-10-13T16:28:17.108Z', 'title': 'CH.비디오가게', 'description': '국내, 해외의 드라마 영화 를 알리고 소개해드리는 채널입니다:) \n그밖에도 다양한 영화,드라마 컨텐츠들도 하고있습니다~ㅎㅎ\n\n많은 구독과 관심 부탁드리겠습니다÷)\n\n영상보시고 좋은영화 드라마 많이알아가시고 \n재미있게 즐기다가 가셨으면 좋겠습니다\n행복하세요:)\n\nCH. 비디오가게\n\n비지니스 문의 unmydo@gmail.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCi75o_r9RXSSzuTkD-EQHAA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-FelPq4bWwog/AAAAAAAAAAI/AAAAAAAAAAA/QvDW8B9lJBI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-FelPq4bWwog/AAAAAAAAAAI/AAAAAAAAAAA/QvDW8B9lJBI/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-FelPq4bWwog/AAAAAAAAAAI/AAAAAAAAAAA/QvDW8B9lJBI/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
104,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/lfh4mC7sDNRaeZg2UntBQgu4BQg""",XMm1RFsYKmtAqoa2erMGwxLPkT6x0WeXyoLvos8L8_0,youtube#subscription,"{'publishedAt': '2018-01-03T13:04:27.393Z', 'title': 'Speak English With Mr Duncan', 'description': ""IMPORTANTUPDATE - During the current Coronavirus crisis I will be doing MORE live streams for those who are self-isolating right now. I will still do my usual English Addict streams, plus live streams from different locations in the countryside where I live.\n\nCHECK OUT MY NEW WEBSITE -  http://www.englishaddict.uk\n\nENGLISH ADDICT IN 2020\n\nDO YOU LIKE LEARNING ENGLISH?\nDO YOU FEEL AS IF YOU CAN'T GET ENOUGH OF IT?\nTHEN YOU MIGHT BE AN ENGLISH ADDICT...\n\nJUST LIKE ME.\n\nJoin me live every Sunday, Wednesday, and Friday\nat 2pm UK time for lots of lovely English words and phrases\nand best of all...You can join in and chat live on the show!\n\n\n\nDonate at PayPal  -     http://www.paypal.me/misterduncan"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC8pPDhxSn1nee70LRKJ0p3g'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-JtRMyAgEXXI/AAAAAAAAAAI/AAAAAAAAAAA/aaN-IV31DOQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-JtRMyAgEXXI/AAAAAAAAAAI/AAAAAAAAAAA/aaN-IV31DOQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-JtRMyAgEXXI/AAAAAAAAAAI/AAAAAAAAAAA/aaN-IV31DOQ/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
105,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/RBJlJ-giz6yQmNkv_XOpLYivwnM""",XMm1RFsYKmsKG2GYc6kuBhn62REnPFyRSVgbVgvljCk,youtube#subscription,"{'publishedAt': '2017-09-24T15:03:14.000Z', 'title': 'Ripple_S', 'description': 'Ripple_S Official Channel', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCCjJV_nxuPQ_fWGkAkA46fA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-XhQH5A6hWdo/AAAAAAAAAAI/AAAAAAAAAAA/dByI04JnZN0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-XhQH5A6hWdo/AAAAAAAAAAI/AAAAAAAAAAA/dByI04JnZN0/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-XhQH5A6hWdo/AAAAAAAAAAI/AAAAAAAAAAA/dByI04JnZN0/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
106,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/L1cQoOjnZTB6VyFnWXHUOesrXQI""",XMm1RFsYKmtAqoa2erMGw2hQGH4hGgkabwBxhSiFN0Y,youtube#subscription,"{'publishedAt': '2017-02-27T12:03:04.000Z', 'title': '콬TV', 'description': 'We produces mobile dramas everyday!\nPeople in their 20s make\nPeople in their 20s are enthusiastic about\n\nwww.whynot.video', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCybPxZoFDPR1qbN04daAc2g'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-nz78xi74JIw/AAAAAAAAAAI/AAAAAAAAAAA/LEU-IpgPJV0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-nz78xi74JIw/AAAAAAAAAAI/AAAAAAAAAAA/LEU-IpgPJV0/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-nz78xi74JIw/AAAAAAAAAAI/AAAAAAAAAAA/LEU-IpgPJV0/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
107,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/6Fo27tOqVYlm8-TuHDRKEQPVsl8""",XMm1RFsYKmtAqoa2erMGw31Q8OsoPpzA6Sksd5_J0S8,youtube#subscription,"{'publishedAt': '2019-01-20T04:20:14.557Z', 'title': 'POWER MOVIE', 'description': 'ENJOY POWER MOVIE!', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCCcE8BpgFqKRP3au8tEUrAw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-f81Eosj0R6g/AAAAAAAAAAI/AAAAAAAAAAA/lcbS3bEIHoY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-f81Eosj0R6g/AAAAAAAAAAI/AAAAAAAAAAA/lcbS3bEIHoY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-f81Eosj0R6g/AAAAAAAAAAI/AAAAAAAAAAA/lcbS3bEIHoY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
108,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/uSBojW3ESk5HFN7q2sglkFU5d4Y""",XMm1RFsYKmsKG2GYc6kuBu1xTVS4BYGnAOdkCqnyjgM,youtube#subscription,"{'publishedAt': '2018-01-10T17:21:52.987Z', 'title': 'HoHo World', 'description': 'HoHo World studies Korean companies.\nWe analyze, review goods and services, learn and play with their contents.\nWe always pursue your big laughs:)\n\nWhen I say ho, you say ho.\nHo, Ho!', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCCZPJFSdB-lMfqLVPPE4cFw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-_lUPClxOyTY/AAAAAAAAAAI/AAAAAAAAAAA/ZzSvoOwLTU8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-_lUPClxOyTY/AAAAAAAAAAI/AAAAAAAAAAA/ZzSvoOwLTU8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-_lUPClxOyTY/AAAAAAAAAAI/AAAAAAAAAAA/ZzSvoOwLTU8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
109,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/q7CPj4yL836ME76UP8iwDKC1_eY""",XMm1RFsYKmsKG2GYc6kuBlJbf63n0zLoeROKUX9OcBQ,youtube#subscription,"{'publishedAt': '2017-06-13T23:40:22.000Z', 'title': '1분과학', 'description': '과학이 이토록 발전할 수 있었던 이유는 단 하나, 꿀잼이기 때문 ^.^\n여러분 모두 행복하세요!\n비지니스/후원 문의: ONEMINSCI@GMAIL.COM', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCFOixeB9gbedVi6uwnsfHMQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-0YeWVbZ8s2A/AAAAAAAAAAI/AAAAAAAAAAA/JL_6jLWg37E/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-0YeWVbZ8s2A/AAAAAAAAAAI/AAAAAAAAAAA/JL_6jLWg37E/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-0YeWVbZ8s2A/AAAAAAAAAAI/AAAAAAAAAAA/JL_6jLWg37E/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
110,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/jPztRieuNiPW5RCyyJzbTqKlGhU""",XMm1RFsYKmtAqoa2erMGw30FFPqess5j_DWz98mNhag,youtube#subscription,"{'publishedAt': '2016-08-28T06:06:54.000Z', 'title': 'TED', 'description': ""The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know. For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request here: https://media-requests.ted.com. We also encourage you to join our online community at TED.com. Any other questions? Email contact@ted.com."", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCAuUUnT6oDeKwE6v1NGQxug'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-bonZt347bMc/AAAAAAAAAAI/AAAAAAAAAAA/lR8QEKnqqHk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-bonZt347bMc/AAAAAAAAAAI/AAAAAAAAAAA/lR8QEKnqqHk/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-bonZt347bMc/AAAAAAAAAAI/AAAAAAAAAAA/lR8QEKnqqHk/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
111,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/EEMokWcXfLtsPFaWOND3kA8J4F8""",XMm1RFsYKmsKG2GYc6kuBgjO7fBUMJ0kNdvHoBnym_4,youtube#subscription,"{'publishedAt': '2018-07-05T09:27:25.179Z', 'title': 'Minos', 'description': '특별한 사람들이 모인 채널! 지금 구독을 통해 미노스 식구가 되어보세요 윱멘', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCUiueY5_an4zZCZXdkuq_cA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-oXscRrAv32E/AAAAAAAAAAI/AAAAAAAAAAA/D4gMttT3b_g/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-oXscRrAv32E/AAAAAAAAAAI/AAAAAAAAAAA/D4gMttT3b_g/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-oXscRrAv32E/AAAAAAAAAAI/AAAAAAAAAAA/D4gMttT3b_g/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
112,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/YGuOph3IMwXCnrEcqbFjpKT5W6k""",XMm1RFsYKmtAqoa2erMGwzgSerTaiOa7CyN1GODClYQ,youtube#subscription,"{'publishedAt': '2019-03-27T14:16:53.554Z', 'title': 'Q rais', 'description': 'イラストレーター、アニメーターのキューライスのチャンネル。\nQ-rais is Japanese illustrator and animator.\n\nブログはこちらから\nhttp://q-rais.hatenablog.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCGrHgWrg55Ms3TUv77Mvemw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-fJTLRrlkZbE/AAAAAAAAAAI/AAAAAAAAAAA/h8mmlZkzfs8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-fJTLRrlkZbE/AAAAAAAAAAI/AAAAAAAAAAA/h8mmlZkzfs8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-fJTLRrlkZbE/AAAAAAAAAAI/AAAAAAAAAAA/h8mmlZkzfs8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
113,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/nt58d9VnfmuYbp9UojEX-iI43GA""",XMm1RFsYKmsKG2GYc6kuBjIrKbUIx4N18ZJ3HmOmvtU,youtube#subscription,"{'publishedAt': '2018-11-22T23:35:20.827Z', 'title': '코드종', 'description': '웹이나 모바일 앱 서비스를 개발할 때 자주 쓰지만 알쏭달쏭한 것들에 대해 가능한 쉽게 이야기 해봅니다.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC9hWQRe4QrUivXN3VO2iuMA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-J-ziYGVkrNs/AAAAAAAAAAI/AAAAAAAAAAA/Wkz_7R4Orgs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-J-ziYGVkrNs/AAAAAAAAAAI/AAAAAAAAAAA/Wkz_7R4Orgs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-J-ziYGVkrNs/AAAAAAAAAAI/AAAAAAAAAAA/Wkz_7R4Orgs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
